都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0歳の男性,0歳の女性,1歳の男性,1歳の女性,2歳の男性,2歳の女性,3歳の男性,3歳の女性,4歳の男性,4歳の女性,5歳の男性,5歳の女性,6歳の男性,6歳の女性,7歳の男性,7歳の女性,8歳の男性,8歳の女性,9歳の男性,9歳の女性,10歳の男性,10歳の女性,11歳の男性,11歳の女性,12歳の男性,12歳の女性,13歳の男性,13歳の女性,14歳の男性,14歳の女性,15歳の男性,15歳の女性,16歳の男性,16歳の女性,17歳の男性,17歳の女性,18歳の男性,18歳の女性,19歳の男性,19歳の女性,20歳の男性,20歳の女性,21歳の男性,21歳の女性,22歳の男性,22歳の女性,23歳の男性,23歳の女性,24歳の男性,24歳の女性,25歳の男性,25歳の女性,26歳の男性,26歳の女性,27歳の男性,27歳の女性,28歳の男性,28歳の女性,29歳の男性,29歳の女性,30歳の男性,30歳の女性,31歳の男性,31歳の女性,32歳の男性,32歳の女性,33歳の男性,33歳の女性,34歳の男性,34歳の女性,35歳の男性,35歳の女性,36歳の男性,36歳の女性,37歳の男性,37歳の女性,38歳の男性,38歳の女性,39歳の男性,39歳の女性,40歳の男性,40歳の女性,41歳の男性,41歳の女性,42歳の男性,42歳の女性,43歳の男性,43歳の女性,44歳の男性,44歳の女性,45歳の男性,45歳の女性,46歳の男性,46歳の女性,47歳の男性,47歳の女性,48歳の男性,48歳の女性,49歳の男性,49歳の女性,50歳の男性,50歳の女性,51歳の男性,51歳の女性,52歳の男性,52歳の女性,53歳の男性,53歳の女性,54歳の男性,54歳の女性,55歳の男性,55歳の女性,56歳の男性,56歳の女性,57歳の男性,57歳の女性,58歳の男性,58歳の女性,59歳の男性,59歳の女性,60歳の男性,60歳の女性,61歳の男性,61歳の女性,62歳の男性,62歳の女性,63歳の男性,63歳の女性,64歳の男性,64歳の女性,65歳の男性,65歳の女性,66歳の男性,66歳の女性,67歳の男性,67歳の女性,68歳の男性,68歳の女性,69歳の男性,69歳の女性,70歳の男性,70歳の女性,71歳の男性,71歳の女性,72歳の男性,72歳の女性,73歳の男性,73歳の女性,74歳の男性,74歳の女性,75歳の男性,75歳の女性,76歳の男性,76歳の女性,77歳の男性,77歳の女性,78歳の男性,78歳の女性,79歳の男性,79歳の女性,80歳の男性,80歳の女性,81歳の男性,81歳の女性,82歳の男性,82歳の女性,83歳の男性,83歳の女性,84歳の男性,84歳の女性,85歳の男性,85歳の女性,86歳の男性,86歳の女性,87歳の男性,87歳の女性,88歳の男性,88歳の女性,89歳の男性,89歳の女性,90歳の男性,90歳の女性,91歳の男性,91歳の女性,92歳の男性,92歳の女性,93歳の男性,93歳の女性,94歳の男性,94歳の女性,95歳の男性,95歳の女性,96歳の男性,96歳の女性,97歳の男性,97歳の女性,98歳の男性,98歳の女性,99歳の男性,99歳の女性,100歳の男性,100歳の女性,101歳の男性,101歳の女性,102歳の男性,102歳の女性,103歳の男性,103歳の女性,104歳の男性,104歳の女性,105歳以上の男性,105歳以上の女性,世帯数,備考
131199,11,東京都,板橋区,2022/12/31,板橋一丁目,7726,3738,3988,29,45,31,37,27,20,32,18,16,29,16,21,22,22,18,19,14,18,18,23,12,10,19,15,11,18,23,19,16,14,14,12,19,8,13,17,9,21,26,25,24,21,32,36,37,52,51,68,74,68,81,90,69,105,89,92,73,92,88,98,88,79,83,84,75,74,72,71,62,75,80,65,67,69,76,57,68,74,61,55,70,66,60,64,54,58,67,54,62,57,62,59,69,52,68,64,49,52,65,75,67,63,57,63,61,74,64,66,67,58,59,45,31,37,50,55,56,53,56,40,47,40,38,37,38,51,42,34,48,41,37,39,30,42,29,38,29,30,42,23,25,39,39,37,36,34,35,52,47,33,34,41,16,24,13,30,26,33,13,16,16,29,18,30,17,23,12,27,13,22,10,21,10,19,11,17,12,16,7,17,6,5,5,11,3,6,2,13,2,8,0,10,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5016,
131199,12,東京都,板橋区,2022/12/31,板橋二丁目,5651,2768,2883,20,22,14,19,14,15,15,7,11,5,19,18,17,14,8,12,15,8,14,16,17,6,17,14,15,9,12,9,13,12,8,20,16,10,17,5,15,22,16,14,32,27,37,28,48,46,61,68,68,60,88,104,69,75,62,63,66,88,70,64,57,65,62,60,55,59,56,64,47,49,43,45,42,41,57,49,67,56,43,41,39,34,35,41,49,41,52,43,43,37,49,38,44,35,43,30,44,34,50,49,44,46,41,52,42,46,41,38,30,35,41,28,26,27,33,46,22,35,31,29,26,19,24,34,21,22,24,17,20,18,26,24,16,20,26,20,25,20,27,27,27,31,18,27,18,32,34,36,29,28,26,28,14,17,17,27,14,15,13,29,17,15,12,33,11,14,7,14,9,13,8,11,8,17,5,16,5,12,4,15,2,11,3,11,4,3,2,11,3,6,0,9,1,2,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3834,
131199,13,東京都,板橋区,2022/12/31,板橋三丁目,5720,2846,2874,27,20,17,15,27,15,16,16,20,17,15,17,19,28,21,20,21,22,27,16,23,24,13,16,11,5,18,12,19,13,18,24,12,15,11,14,24,22,33,33,33,31,42,38,51,44,51,62,48,60,57,76,63,54,48,56,69,67,38,56,46,56,50,48,55,41,45,35,47,47,41,37,37,37,42,40,32,28,43,31,38,32,45,44,45,40,48,44,44,34,43,30,36,36,50,49,52,32,54,43,42,40,42,41,39,40,46,31,50,41,40,38,27,34,40,37,41,34,34,34,29,32,29,23,28,28,25,23,26,12,29,28,23,29,23,35,29,26,18,26,33,35,19,25,29,34,28,30,39,36,36,34,29,31,20,17,18,18,19,30,20,39,14,27,14,19,15,15,7,15,16,22,6,20,10,14,6,8,3,22,5,13,4,13,1,4,3,4,0,3,2,3,1,6,3,6,1,3,0,1,0,1,0,2,0,0,0,0,0,0,0,0,3489,
131199,14,東京都,板橋区,2022/12/31,板橋四丁目,5088,2577,2511,14,13,19,17,10,19,11,17,19,17,11,16,13,13,16,17,13,12,19,11,17,11,11,13,18,12,10,17,12,5,17,13,14,15,9,16,13,20,26,19,20,26,19,18,33,41,45,49,55,54,65,51,60,69,57,50,68,44,65,61,51,49,54,55,50,40,55,40,57,39,43,36,52,35,34,26,39,27,33,37,41,42,38,37,41,41,39,31,43,40,35,35,40,29,31,33,43,58,50,41,43,30,34,36,43,40,35,26,32,28,38,34,24,11,35,29,28,27,25,23,36,18,18,15,29,30,22,23,34,25,22,23,22,30,23,16,25,18,22,16,21,19,22,23,25,34,31,29,32,29,27,34,13,21,12,13,17,27,22,26,18,14,13,22,22,15,11,17,5,13,7,25,5,18,7,22,10,11,5,14,3,12,5,11,5,8,0,7,0,8,1,5,0,4,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3249,
131199,21,東京都,板橋区,2022/12/31,加賀一丁目,5682,2775,2907,29,26,33,40,45,39,56,41,47,40,49,70,64,65,62,67,59,61,56,61,52,38,39,30,37,31,33,29,21,27,26,12,32,21,11,21,19,13,18,19,20,23,25,25,26,28,19,18,22,16,12,18,12,14,12,11,11,23,14,12,14,20,14,23,26,29,31,38,28,46,40,54,51,57,53,64,67,73,76,69,53,60,74,63,55,83,58,50,48,55,58,44,62,50,44,34,36,58,35,41,47,45,42,44,36,31,34,45,37,45,32,28,31,18,38,33,40,34,38,35,41,42,32,50,24,29,31,28,23,32,28,20,23,27,21,36,30,24,16,22,21,18,21,17,18,20,22,30,30,19,19,20,9,12,15,15,15,14,9,15,8,15,16,13,8,9,6,9,6,9,6,14,4,7,5,6,4,6,0,5,1,4,2,3,1,1,0,2,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2140,
131199,22,東京都,板橋区,2022/12/31,加賀二丁目,4325,2061,2264,8,6,12,7,15,8,11,5,14,15,11,17,20,23,22,17,15,20,23,22,23,19,22,28,24,15,33,19,32,30,24,29,25,20,30,32,18,27,26,45,32,41,25,52,26,43,16,38,22,32,21,34,26,25,20,23,20,12,12,17,16,16,12,10,12,18,15,14,12,17,19,14,22,17,15,21,15,15,11,16,20,16,18,30,17,23,22,30,26,33,28,30,43,42,43,32,40,43,41,49,48,46,41,52,43,43,45,43,50,46,56,35,35,25,53,46,42,35,42,29,28,25,30,23,26,20,26,16,18,22,21,16,20,23,20,24,24,28,21,32,27,21,19,18,24,24,36,28,27,33,27,33,15,15,14,15,15,15,14,15,18,22,10,11,7,14,6,13,4,14,6,16,9,16,8,13,4,11,1,9,2,12,0,5,3,9,0,13,0,11,1,6,0,4,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2002,
131199,30,東京都,板橋区,2022/12/31,大山東町,5722,2827,2895,12,12,10,16,19,13,15,9,21,15,16,9,14,13,23,19,10,11,17,15,13,8,19,14,19,9,11,12,19,14,7,5,15,8,5,13,16,16,12,16,12,14,17,41,32,31,33,61,42,61,43,64,64,68,41,70,53,56,45,67,61,60,59,46,47,40,43,50,48,43,40,49,51,49,46,54,55,40,47,40,45,51,58,46,52,28,54,44,51,49,56,41,48,40,43,42,55,47,44,39,50,50,46,46,49,41,46,34,47,43,40,33,32,32,41,28,44,39,28,31,27,27,37,41,20,32,33,34,36,24,27,27,29,29,35,28,23,37,35,35,29,30,38,31,32,34,33,27,43,30,29,36,25,27,15,20,19,19,23,22,22,24,16,27,18,19,11,19,11,13,8,25,8,14,8,21,9,14,7,8,5,8,2,12,3,10,2,8,1,10,4,4,0,4,1,3,0,3,1,1,1,1,0,0,0,1,0,1,0,0,0,0,3795,
131199,40,東京都,板橋区,2022/12/31,大山金井町,5415,2719,2696,18,14,21,21,15,12,11,15,12,21,9,13,18,14,9,12,15,12,16,16,8,21,13,11,10,12,14,9,14,18,16,24,10,9,14,8,21,18,21,11,36,21,40,36,42,42,44,58,51,64,62,64,56,51,55,57,47,67,49,47,46,56,61,49,50,63,41,59,45,57,50,48,40,38,48,38,49,48,50,44,47,33,37,50,48,33,37,29,50,33,42,37,32,32,35,37,54,48,48,33,44,29,55,38,39,37,33,23,30,35,36,33,26,18,45,26,31,31,33,26,28,23,21,29,26,17,21,23,24,23,20,29,30,32,29,32,24,24,27,33,37,16,38,21,46,32,38,29,27,30,38,34,15,16,17,20,13,18,17,26,15,21,15,29,14,21,10,17,10,16,16,12,13,12,8,20,7,20,9,11,1,8,0,10,4,6,1,9,4,3,0,4,1,4,2,1,0,2,2,1,0,1,0,0,0,0,1,1,0,1,1,0,3548,
131199,50,東京都,板橋区,2022/12/31,熊野町,4516,2276,2240,21,10,12,15,9,14,11,15,6,16,14,16,16,16,15,15,15,15,9,18,12,14,15,10,14,8,12,15,9,12,7,8,18,13,10,7,11,12,24,25,27,23,30,31,34,31,46,37,42,25,43,45,46,47,41,41,46,52,48,36,38,57,44,41,45,31,27,43,44,33,41,36,43,38,39,33,45,22,48,36,37,32,33,33,34,27,48,39,46,33,37,37,44,38,39,26,39,38,31,37,39,41,38,35,36,44,29,30,36,31,36,17,23,18,38,30,47,40,28,26,23,22,18,23,31,10,14,25,18,25,21,19,23,27,17,27,23,24,19,17,20,18,22,24,27,36,19,17,22,24,25,18,17,14,8,11,12,7,10,25,8,13,11,21,12,16,2,11,7,12,9,13,2,13,3,9,7,10,2,7,1,4,4,11,2,3,1,4,0,5,0,6,1,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2803,
131199,60,東京都,板橋区,2022/12/31,中丸町,6512,3303,3209,24,25,19,22,25,25,19,23,27,15,22,28,17,24,29,24,22,21,20,18,26,19,24,20,19,21,28,20,24,24,26,19,16,18,23,18,32,22,26,35,26,28,45,38,50,58,60,66,68,51,78,62,77,70,52,66,56,57,65,52,64,44,58,57,66,47,48,47,61,48,66,52,47,49,58,50,64,53,65,41,65,51,45,44,62,59,41,66,53,36,63,36,57,48,53,53,54,57,56,53,58,56,54,40,47,41,50,45,46,51,34,39,28,35,44,41,48,30,41,36,41,35,34,27,33,37,26,28,31,27,14,27,18,20,32,17,20,29,20,30,28,25,25,33,30,34,41,28,34,33,30,25,24,25,15,26,14,24,19,30,18,23,23,24,14,32,10,12,10,24,11,24,5,20,6,15,6,10,12,19,5,9,4,9,5,11,1,10,2,7,1,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3923,
131199,70,東京都,板橋区,2022/12/31,南町,4649,2341,2308,10,13,16,12,9,8,5,14,9,8,8,10,20,14,6,6,12,12,16,16,12,11,14,12,15,20,8,10,16,14,17,11,14,15,11,10,13,19,21,27,20,23,27,27,41,40,39,55,47,40,48,49,38,44,66,43,47,36,39,36,43,39,39,28,46,38,39,32,43,26,35,28,43,23,26,42,39,23,45,39,31,26,39,36,39,31,35,34,43,30,51,34,39,40,53,28,34,35,47,35,41,33,44,36,34,37,34,43,36,28,18,32,28,31,34,34,24,19,24,21,22,26,31,18,23,18,22,26,26,21,22,22,17,16,31,17,15,19,28,27,25,16,19,20,20,26,24,33,28,31,23,26,16,24,10,23,17,24,17,21,22,22,11,22,12,19,12,19,7,25,4,14,7,15,6,21,7,14,11,12,6,13,5,10,1,6,2,9,0,4,2,6,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2886,
131199,80,東京都,板橋区,2022/12/31,稲荷台,2724,1349,1375,16,9,8,23,16,13,17,12,16,14,11,24,11,17,16,12,8,14,14,13,12,11,14,12,11,9,18,8,8,12,12,8,8,20,6,12,11,3,15,12,20,10,14,12,16,15,27,28,22,15,9,28,13,28,16,15,15,10,17,18,18,26,23,20,13,23,18,26,19,22,34,18,15,23,27,25,20,20,22,29,21,16,15,20,22,21,22,19,25,13,18,14,24,17,16,25,24,22,16,15,26,13,20,15,15,17,18,14,18,14,16,22,8,18,19,17,21,17,22,12,21,16,24,20,17,12,12,15,13,8,13,8,10,16,8,10,15,7,10,6,17,11,16,10,15,6,10,23,14,13,16,13,12,14,8,9,10,11,15,11,10,18,8,6,12,13,0,8,3,8,8,14,1,10,4,13,1,6,3,6,5,7,1,4,3,2,1,4,0,0,0,1,1,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1399,
131199,90,東京都,板橋区,2022/12/31,仲宿,7549,3659,3890,27,23,19,14,30,29,23,24,26,26,26,26,24,33,14,27,25,37,30,22,30,20,22,28,32,24,28,25,34,21,36,17,17,21,27,21,23,28,31,43,32,33,30,41,46,37,57,57,54,70,54,55,53,63,62,62,46,64,63,55,49,56,50,53,49,50,50,56,39,52,46,58,53,46,64,51,57,61,56,69,59,53,43,42,61,44,55,60,58,51,54,56,53,61,59,71,86,57,69,46,54,58,64,61,66,63,68,63,46,50,53,52,26,32,51,50,45,49,51,37,42,46,46,43,40,37,39,42,45,38,29,33,38,34,34,37,51,42,37,37,40,38,33,51,53,42,61,56,43,49,48,58,25,37,22,30,26,28,35,50,32,40,22,45,33,28,21,31,21,30,12,29,15,24,10,33,9,24,9,26,9,25,6,14,3,12,6,12,1,10,1,5,4,7,2,5,0,3,0,3,0,2,1,0,0,0,0,0,0,0,0,0,4428,
131199,100,東京都,板橋区,2022/12/31,氷川町,4538,2205,2333,15,15,16,15,19,16,15,17,14,18,13,19,14,18,21,13,21,16,13,19,20,19,18,21,17,18,20,18,18,19,11,19,16,13,23,18,19,14,16,20,17,32,17,34,42,30,34,51,32,45,36,53,37,47,37,43,49,63,39,33,45,53,54,46,40,46,31,38,46,38,41,28,36,32,42,42,49,34,30,34,33,28,42,40,39,34,30,36,41,40,34,25,39,23,40,32,31,32,40,35,45,38,28,25,32,25,24,39,31,25,27,31,16,15,31,32,25,21,19,21,27,17,19,22,17,28,17,19,17,21,22,21,20,14,15,15,22,23,23,21,20,16,17,21,15,21,19,19,23,28,26,33,10,14,12,13,10,11,13,22,19,21,16,17,11,11,3,16,7,10,7,21,7,17,12,5,6,7,4,8,2,4,1,6,2,7,1,2,0,3,1,4,1,2,0,5,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2727,
131199,110,東京都,板橋区,2022/12/31,栄町,3985,1969,2016,13,13,11,12,5,8,5,17,12,9,10,12,14,8,10,20,8,10,16,16,7,7,13,8,17,16,10,9,18,12,14,8,8,14,14,10,11,16,11,15,18,18,22,21,19,25,30,27,28,21,33,24,28,40,39,28,37,26,28,26,15,21,33,26,33,30,30,25,32,25,35,26,28,24,28,31,28,24,18,17,37,28,21,28,28,27,27,23,19,23,28,22,29,29,27,29,23,25,34,25,36,29,30,24,34,29,23,29,29,27,22,28,13,18,35,24,18,18,32,25,29,27,30,25,19,15,29,31,22,19,15,21,32,20,22,20,24,26,25,34,14,17,28,20,33,30,26,38,23,27,36,20,23,29,14,19,21,35,19,33,15,27,27,25,18,15,17,24,14,16,12,22,8,18,8,20,7,12,4,18,7,14,5,4,1,11,2,8,0,5,4,6,1,0,0,2,1,2,0,3,0,1,0,0,0,1,0,0,0,1,0,0,2400,
131199,120,東京都,板橋区,2022/12/31,大山町,4416,2191,2225,11,13,11,13,19,17,14,10,14,11,23,17,16,13,19,16,23,16,13,17,10,12,18,19,10,11,10,11,15,12,21,5,13,16,10,12,17,12,13,17,16,17,14,22,18,26,29,32,27,43,38,38,33,45,36,37,37,31,31,35,36,32,38,44,38,33,30,32,29,30,25,25,33,26,39,38,43,37,35,27,38,31,46,38,41,35,33,46,46,41,36,28,40,39,47,37,47,18,36,42,35,32,40,25,31,36,35,40,39,42,28,31,31,15,20,37,27,35,28,25,25,34,33,30,26,25,23,18,22,24,22,18,24,17,16,24,24,25,25,19,20,23,35,19,26,18,20,22,21,15,23,26,18,22,7,23,23,15,17,16,8,16,9,15,10,20,12,16,7,14,8,16,16,16,6,13,3,17,1,11,6,10,4,4,0,9,1,7,1,3,0,3,0,3,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2705,
131199,130,東京都,板橋区,2022/12/31,大山西町,4898,2341,2557,28,18,14,12,20,15,23,26,20,16,11,20,18,18,18,17,19,15,15,12,10,13,12,13,15,10,17,14,16,12,11,13,11,10,18,13,14,10,11,12,19,13,19,28,22,43,39,58,33,68,42,42,34,50,45,51,32,46,31,49,39,47,50,41,42,52,37,53,39,46,30,41,37,47,51,46,39,21,52,35,32,36,40,23,32,37,36,24,34,33,45,30,30,29,34,42,44,47,32,39,37,33,39,40,40,30,37,31,29,29,35,32,27,20,32,34,30,23,26,37,27,28,24,24,19,22,30,29,24,31,17,15,26,22,31,19,22,21,22,16,28,23,15,30,32,26,20,30,27,29,23,28,17,25,20,24,18,17,18,27,23,26,20,28,12,24,7,19,13,16,8,20,11,23,13,14,4,13,7,14,5,12,3,15,1,8,4,8,1,2,3,4,1,4,0,1,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,2976,
131199,140,東京都,板橋区,2022/12/31,幸町,5553,2699,2854,15,16,17,21,9,19,11,15,26,18,24,16,20,25,17,17,22,14,23,19,20,20,14,17,17,16,31,14,25,16,17,16,16,22,21,15,18,18,27,32,28,28,28,35,28,24,44,40,40,36,32,41,36,47,37,47,36,28,42,39,44,30,54,41,29,36,32,42,36,30,38,33,33,35,32,32,28,40,42,36,37,37,44,43,50,33,47,40,32,35,49,39,51,28,41,37,51,37,44,55,38,35,48,42,34,47,46,37,29,46,33,34,28,27,46,33,42,35,33,29,52,32,29,31,26,22,26,33,28,30,37,27,27,28,23,21,18,25,33,27,27,32,20,27,34,39,34,34,29,37,36,47,24,30,19,31,28,43,26,24,21,48,20,46,20,30,22,33,10,29,18,25,13,30,11,24,17,32,10,19,9,15,5,12,2,14,5,13,4,10,1,3,1,4,0,3,1,3,0,0,1,1,0,2,0,1,0,2,0,0,0,0,3213,
131199,150,東京都,板橋区,2022/12/31,中板橋,4037,1914,2123,6,15,11,7,12,11,9,8,9,17,10,14,12,15,13,20,14,17,15,22,19,9,22,6,15,8,11,4,9,15,15,9,9,9,13,8,7,15,14,9,16,20,20,29,19,28,29,47,25,34,38,51,35,59,44,56,33,35,40,34,31,32,27,41,14,25,22,25,29,41,28,32,27,27,30,31,37,40,21,31,22,33,25,32,40,31,37,34,37,30,31,23,41,26,29,23,28,30,27,40,38,38,38,28,30,29,33,30,31,31,37,27,23,21,31,31,26,20,17,24,22,19,17,17,17,14,23,17,19,16,22,14,13,21,12,15,25,18,23,16,22,21,12,21,26,20,27,17,20,30,19,27,14,16,14,13,18,12,17,19,19,28,14,14,8,15,8,22,9,21,8,15,6,17,9,10,7,18,2,10,2,10,2,7,1,9,3,6,1,6,0,4,2,5,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2550,
131199,160,東京都,板橋区,2022/12/31,仲町,3929,2011,1918,12,9,14,12,17,10,13,13,11,12,13,14,13,10,15,14,9,14,13,10,10,13,9,14,14,8,15,10,9,10,14,11,9,13,11,7,9,12,16,18,18,11,22,21,21,20,32,22,35,25,43,24,33,35,30,25,38,30,37,31,24,37,42,35,26,16,21,29,26,25,21,22,27,25,27,25,34,26,39,30,27,28,33,29,30,28,36,26,35,31,33,27,31,32,32,24,34,25,29,28,21,35,30,23,38,18,29,35,30,22,36,17,20,15,30,14,33,17,31,18,21,18,17,17,23,23,16,17,19,17,23,18,23,19,22,19,26,20,20,22,21,24,25,22,27,21,40,26,29,18,25,26,15,19,13,24,23,26,10,19,18,18,17,21,14,18,8,16,9,25,8,12,9,12,6,13,3,15,4,22,4,20,2,12,2,8,3,8,2,10,1,10,1,6,1,3,1,4,0,3,0,2,0,2,0,1,0,0,0,0,0,2,2452,
131199,170,東京都,板橋区,2022/12/31,弥生町,5585,2748,2837,9,17,13,7,18,9,10,13,21,12,17,16,22,17,30,17,26,24,29,19,23,27,22,21,23,21,14,16,21,8,9,18,12,17,13,12,10,13,26,17,22,38,26,26,38,45,59,73,72,62,56,67,74,74,50,62,57,49,40,48,44,45,42,63,44,51,32,49,34,35,31,50,34,40,47,41,45,45,36,36,38,56,51,38,42,43,42,38,54,36,43,33,41,45,41,37,37,41,43,36,42,34,42,46,36,35,36,47,38,29,40,24,32,24,31,31,31,30,42,26,36,27,25,32,30,31,28,21,35,21,34,19,18,24,20,12,18,34,32,28,32,24,23,28,33,29,34,35,27,25,30,42,25,18,22,23,16,24,25,26,26,27,21,23,10,18,15,11,12,18,11,29,14,16,6,18,6,18,5,15,10,12,6,14,2,11,2,6,2,6,1,9,0,6,1,3,1,2,0,0,0,1,0,0,1,1,0,0,0,0,0,1,3438,
131199,180,東京都,板橋区,2022/12/31,本町,6812,3185,3627,28,29,26,29,19,23,15,25,23,17,21,19,24,15,25,20,28,20,16,26,25,16,19,20,17,16,15,21,18,26,17,15,22,17,20,21,19,23,20,23,19,33,37,55,56,71,68,77,80,88,70,89,59,107,67,110,60,89,71,86,63,68,63,75,52,79,50,48,60,81,54,63,57,59,55,49,45,54,58,40,48,47,41,47,43,50,48,50,62,49,57,52,49,53,41,53,51,46,48,50,42,47,53,34,43,45,50,58,48,30,52,49,40,23,35,31,46,42,36,32,28,42,24,26,32,38,29,33,43,32,31,33,34,27,32,20,20,25,28,29,27,38,22,29,25,29,31,41,31,39,34,39,15,27,20,25,24,33,19,29,24,30,15,30,11,18,13,23,16,13,8,19,14,14,10,21,8,14,6,17,4,12,2,15,4,8,0,8,2,7,1,3,0,5,3,1,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,4170,
131199,190,東京都,板橋区,2022/12/31,大和町,5160,2462,2698,7,17,21,14,12,9,8,11,11,15,13,12,18,14,9,8,14,10,7,15,23,12,11,13,12,10,13,17,18,9,14,19,12,15,7,19,17,15,32,26,18,26,30,30,30,46,47,42,48,63,52,65,61,55,41,71,64,59,47,64,43,53,44,47,45,54,40,44,37,37,29,36,30,44,45,45,40,32,38,46,25,40,31,35,27,36,38,21,41,21,37,40,27,39,34,36,37,32,34,39,39,46,40,41,40,46,30,37,38,28,35,28,31,27,32,29,34,26,25,21,31,27,31,24,36,20,21,26,27,28,28,22,28,22,33,18,21,26,18,23,28,32,24,30,32,26,31,38,32,41,39,43,21,21,22,15,20,30,31,27,15,21,8,21,17,20,9,17,18,15,10,21,9,18,7,23,7,27,5,8,7,5,3,8,3,12,1,3,4,8,0,6,1,6,0,4,1,2,0,3,0,0,0,1,0,1,0,0,0,1,0,1,3289,
131199,200,東京都,板橋区,2022/12/31,双葉町,5232,2590,2642,17,11,18,14,19,21,17,14,16,15,17,16,21,19,17,11,14,14,20,18,17,17,21,16,13,16,17,31,14,13,19,20,23,15,9,17,22,15,20,18,17,22,26,28,36,42,39,41,40,42,41,47,45,55,58,55,40,47,48,37,31,45,43,43,32,41,28,32,33,42,38,31,31,50,38,31,37,33,37,41,42,38,37,39,39,43,33,34,44,35,51,36,39,29,47,33,37,46,48,46,49,48,40,30,36,33,38,26,41,36,32,38,31,29,39,36,41,33,24,27,25,34,23,26,33,18,30,37,33,26,26,19,17,19,28,24,29,27,23,25,29,29,40,29,29,31,45,44,33,23,32,41,24,23,21,21,20,29,18,20,27,24,16,21,24,26,10,15,6,17,11,16,15,24,10,14,9,9,6,12,8,7,5,6,2,14,0,9,0,9,2,3,0,5,1,5,1,4,0,2,1,3,1,0,0,1,0,0,0,0,0,0,3132,
