都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0歳の男性,0歳の女性,1歳の男性,1歳の女性,2歳の男性,2歳の女性,3歳の男性,3歳の女性,4歳の男性,4歳の女性,5歳の男性,5歳の女性,6歳の男性,6歳の女性,7歳の男性,7歳の女性,8歳の男性,8歳の女性,9歳の男性,9歳の女性,10歳の男性,10歳の女性,11歳の男性,11歳の女性,12歳の男性,12歳の女性,13歳の男性,13歳の女性,14歳の男性,14歳の女性,15歳の男性,15歳の女性,16歳の男性,16歳の女性,17歳の男性,17歳の女性,18歳の男性,18歳の女性,19歳の男性,19歳の女性,20歳の男性,20歳の女性,21歳の男性,21歳の女性,22歳の男性,22歳の女性,23歳の男性,23歳の女性,24歳の男性,24歳の女性,25歳の男性,25歳の女性,26歳の男性,26歳の女性,27歳の男性,27歳の女性,28歳の男性,28歳の女性,29歳の男性,29歳の女性,30歳の男性,30歳の女性,31歳の男性,31歳の女性,32歳の男性,32歳の女性,33歳の男性,33歳の女性,34歳の男性,34歳の女性,35歳の男性,35歳の女性,36歳の男性,36歳の女性,37歳の男性,37歳の女性,38歳の男性,38歳の女性,39歳の男性,39歳の女性,40歳の男性,40歳の女性,41歳の男性,41歳の女性,42歳の男性,42歳の女性,43歳の男性,43歳の女性,44歳の男性,44歳の女性,45歳の男性,45歳の女性,46歳の男性,46歳の女性,47歳の男性,47歳の女性,48歳の男性,48歳の女性,49歳の男性,49歳の女性,50歳の男性,50歳の女性,51歳の男性,51歳の女性,52歳の男性,52歳の女性,53歳の男性,53歳の女性,54歳の男性,54歳の女性,55歳の男性,55歳の女性,56歳の男性,56歳の女性,57歳の男性,57歳の女性,58歳の男性,58歳の女性,59歳の男性,59歳の女性,60歳の男性,60歳の女性,61歳の男性,61歳の女性,62歳の男性,62歳の女性,63歳の男性,63歳の女性,64歳の男性,64歳の女性,65歳の男性,65歳の女性,66歳の男性,66歳の女性,67歳の男性,67歳の女性,68歳の男性,68歳の女性,69歳の男性,69歳の女性,70歳の男性,70歳の女性,71歳の男性,71歳の女性,72歳の男性,72歳の女性,73歳の男性,73歳の女性,74歳の男性,74歳の女性,75歳の男性,75歳の女性,76歳の男性,76歳の女性,77歳の男性,77歳の女性,78歳の男性,78歳の女性,79歳の男性,79歳の女性,80歳の男性,80歳の女性,81歳の男性,81歳の女性,82歳の男性,82歳の女性,83歳の男性,83歳の女性,84歳の男性,84歳の女性,85歳の男性,85歳の女性,86歳の男性,86歳の女性,87歳の男性,87歳の女性,88歳の男性,88歳の女性,89歳の男性,89歳の女性,90歳の男性,90歳の女性,91歳の男性,91歳の女性,92歳の男性,92歳の女性,93歳の男性,93歳の女性,94歳の男性,94歳の女性,95歳の男性,95歳の女性,96歳の男性,96歳の女性,97歳の男性,97歳の女性,98歳の男性,98歳の女性,99歳の男性,99歳の女性,100歳の男性,100歳の女性,101歳の男性,101歳の女性,102歳の男性,102歳の女性,103歳の男性,103歳の女性,104歳の男性,104歳の女性,105歳以上の男性,105歳以上の女性,世帯数,備考
131199,515,東京都,板橋区,2022/12/31,成増五丁目,4617,2173,2444,14,13,24,22,17,13,22,20,23,14,21,18,27,22,16,16,20,20,15,15,26,14,32,21,14,12,21,15,26,15,21,22,19,21,15,18,21,27,14,16,24,25,19,31,26,28,21,29,22,30,26,28,22,35,34,32,30,32,37,30,39,31,35,40,25,32,26,33,31,35,33,27,28,23,28,31,35,27,28,29,19,25,28,36,31,28,27,37,37,32,29,33,27,34,27,28,33,32,32,34,44,36,29,31,25,34,23,30,34,30,31,21,26,23,27,40,31,28,24,29,25,23,16,20,22,27,23,24,22,21,22,21,14,17,13,20,25,40,30,28,19,24,28,36,19,32,30,23,34,32,30,36,17,23,16,19,18,40,15,33,23,31,27,21,12,27,20,24,21,34,16,31,8,28,14,22,4,28,9,14,6,14,1,6,5,14,6,7,0,8,2,3,0,3,0,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2475,
131199,521,東京都,板橋区,2022/12/31,徳丸一丁目,6798,3324,3474,23,18,27,20,17,20,22,23,24,18,14,21,25,19,24,22,24,22,24,19,25,21,33,20,20,27,22,33,23,19,23,18,24,16,22,19,23,26,24,25,40,36,32,37,35,50,51,73,54,68,65,65,65,61,61,65,59,55,43,64,47,52,62,55,54,50,51,49,42,36,46,47,42,36,38,47,55,56,48,45,66,56,47,51,40,42,55,46,45,44,56,41,43,56,43,43,48,58,64,45,44,53,57,34,56,40,63,51,36,42,44,49,29,27,46,42,33,37,45,36,47,38,43,36,40,28,37,32,28,35,31,31,34,49,24,32,38,30,39,44,38,27,29,38,36,42,47,44,40,33,35,44,24,26,22,24,30,40,24,37,25,32,29,38,34,28,17,27,17,28,17,29,8,37,16,27,11,23,10,28,15,15,6,21,6,10,7,16,1,13,2,5,1,9,0,4,2,2,1,4,0,2,0,0,0,0,0,0,0,0,0,0,3953,
131199,522,東京都,板橋区,2022/12/31,徳丸二丁目,4208,2039,2169,17,11,12,7,7,4,10,9,14,10,11,10,16,18,8,11,16,12,12,16,10,9,10,9,10,12,17,12,12,12,14,11,10,14,13,16,10,17,13,14,14,23,23,25,18,22,29,37,43,40,49,45,41,41,36,43,24,27,39,37,30,36,31,38,37,21,29,39,27,25,30,26,32,27,24,36,34,32,32,36,27,26,20,31,25,36,28,21,31,24,32,36,31,33,37,35,35,28,44,36,39,35,41,25,23,32,25,28,35,32,26,31,29,29,26,29,31,25,28,30,30,35,32,28,25,24,28,33,22,23,22,18,20,33,31,16,26,17,17,20,21,19,19,24,22,14,23,30,28,26,23,23,25,17,14,12,8,19,11,22,21,23,12,18,6,21,10,18,9,19,4,16,13,13,5,12,6,13,10,14,5,8,3,12,3,7,1,7,2,8,3,2,0,3,1,3,1,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2498,
131199,523,東京都,板橋区,2022/12/31,徳丸三丁目,7167,3495,3672,16,21,22,18,24,16,16,20,15,18,30,15,22,27,24,17,20,26,23,18,29,24,26,15,23,23,25,23,22,20,34,23,27,24,25,21,30,29,43,40,25,44,44,30,42,43,57,63,42,49,43,61,61,72,70,49,47,52,56,66,48,64,34,47,41,34,43,47,41,53,54,45,43,40,32,35,47,38,38,53,45,52,53,39,36,44,52,52,43,33,39,49,46,43,52,52,50,61,59,61,54,46,48,61,58,83,58,61,77,66,69,71,80,43,98,61,67,55,56,56,38,48,48,38,50,54,36,34,44,49,45,46,34,39,37,45,37,34,38,28,48,45,46,40,39,52,53,40,35,32,34,37,24,37,18,17,22,29,28,40,18,31,25,27,17,30,10,29,10,20,19,32,27,38,16,21,4,29,9,19,11,17,10,13,2,17,8,15,3,13,0,4,4,7,3,6,1,1,0,2,0,2,0,2,0,0,0,0,0,0,0,1,3855,
131199,524,東京都,板橋区,2022/12/31,徳丸四丁目,5574,2780,2794,33,24,24,17,25,29,21,22,21,20,26,23,21,33,31,22,28,33,29,33,33,29,32,30,38,27,31,29,37,31,33,32,26,32,30,18,22,22,26,24,26,28,26,19,35,34,26,22,42,30,29,36,30,34,33,38,25,36,18,32,42,40,26,38,33,37,42,38,41,32,39,47,37,44,44,43,45,42,51,42,49,47,62,47,51,55,46,38,41,50,47,49,49,44,54,46,40,48,68,46,48,44,44,56,54,36,34,34,54,35,45,40,33,33,42,31,38,57,37,20,26,36,38,31,35,29,26,23,21,17,24,20,16,22,22,24,18,22,20,12,20,25,29,16,22,25,21,30,19,21,25,35,13,16,13,19,21,20,20,20,22,31,15,19,7,29,11,21,11,19,17,21,13,17,11,7,9,12,5,10,5,10,5,13,3,4,2,6,2,2,0,3,0,4,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2647,
131199,525,東京都,板橋区,2022/12/31,徳丸五丁目,2449,1242,1207,9,11,16,9,14,13,16,19,13,20,17,10,15,16,20,16,9,12,14,9,11,19,10,13,14,12,15,12,11,20,12,11,15,16,8,8,13,8,12,14,19,9,12,15,7,13,16,13,15,15,10,10,11,15,10,10,19,16,10,12,17,13,23,20,20,11,15,21,13,13,15,18,21,22,15,22,18,14,21,19,21,17,16,19,21,15,24,18,21,22,24,10,26,27,21,14,22,14,13,18,18,21,25,23,12,13,21,16,20,16,27,14,11,13,18,15,17,18,18,19,8,12,17,15,16,15,14,13,17,5,13,11,10,13,9,11,5,6,12,8,12,9,11,7,18,11,15,10,9,8,6,12,4,7,5,7,5,7,7,12,11,14,6,9,4,8,9,9,5,9,5,4,6,12,2,9,3,2,2,4,3,3,2,3,0,3,1,0,2,3,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1075,
131199,526,東京都,板橋区,2022/12/31,徳丸六丁目,5318,2703,2615,11,19,26,23,18,16,15,20,22,21,28,27,25,19,31,13,17,20,29,24,24,25,25,29,28,25,37,31,28,25,28,27,15,30,20,27,31,26,28,20,26,26,25,22,35,30,27,22,31,44,24,29,36,29,34,45,27,39,30,28,32,29,33,35,29,37,34,39,40,34,35,30,33,30,35,32,37,42,41,33,45,32,40,30,41,44,34,35,36,29,37,36,39,30,48,40,50,53,62,44,58,52,44,44,48,33,48,54,50,39,49,40,52,36,46,49,42,29,41,28,41,33,35,28,43,32,34,39,35,32,29,26,20,30,29,23,27,29,36,22,20,14,23,21,29,25,29,25,24,32,38,27,11,24,17,14,12,16,17,17,15,16,12,17,16,17,11,10,9,14,9,23,10,18,5,10,4,8,5,18,3,9,3,10,6,8,1,9,2,4,0,7,1,4,2,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2512,
131199,527,東京都,板橋区,2022/12/31,徳丸七丁目,1824,931,893,13,6,6,9,8,5,13,12,12,4,5,12,7,6,8,6,12,14,11,5,11,9,9,7,10,6,13,5,9,10,9,3,9,14,10,6,6,8,12,11,7,6,11,14,8,8,14,8,12,5,12,14,9,7,6,13,17,5,11,9,10,11,17,14,13,10,17,11,15,17,11,15,10,10,11,14,9,7,12,13,11,21,12,7,22,16,16,14,18,20,17,18,14,17,21,15,14,9,11,17,17,18,18,15,18,13,11,15,11,8,13,14,10,13,11,14,17,13,10,10,15,8,8,9,12,14,12,12,12,9,7,7,7,10,7,7,6,9,9,13,10,6,7,7,14,13,10,12,14,11,7,10,7,6,9,2,3,7,3,7,8,6,4,5,5,6,3,5,3,6,0,3,1,5,1,5,1,1,1,3,6,2,0,5,1,2,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,837,
131199,528,東京都,板橋区,2022/12/31,徳丸八丁目,2118,1084,1034,6,4,5,9,8,7,6,9,6,6,12,6,15,6,12,8,11,10,10,9,13,12,15,15,16,15,11,11,15,9,19,15,14,14,13,12,9,15,17,13,24,9,10,10,12,15,19,13,5,12,12,11,9,10,15,9,11,7,6,4,7,7,10,15,17,11,13,11,13,9,14,16,16,12,19,7,14,12,13,19,18,11,13,17,23,22,17,18,17,24,19,18,13,18,20,10,14,19,22,32,15,26,24,22,18,28,25,13,17,18,24,21,14,15,25,17,20,15,13,16,15,11,19,14,6,8,6,6,13,10,9,11,7,10,12,8,12,8,12,13,7,14,15,5,9,13,11,10,7,13,7,7,5,4,5,7,14,6,4,7,2,3,5,6,3,4,3,2,2,4,4,4,2,4,3,5,1,0,1,3,0,2,0,1,0,3,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931,
131199,530,東京都,板橋区,2022/12/31,東山町,3891,1896,1995,10,10,9,12,18,7,13,13,12,21,6,17,9,17,19,9,17,13,18,18,9,11,15,11,18,11,8,13,15,14,15,7,15,10,11,15,14,6,13,15,22,12,24,23,22,20,29,34,27,29,43,37,30,36,28,34,30,35,28,37,21,26,33,24,16,37,24,23,24,28,26,33,23,18,33,30,37,31,32,31,30,28,40,29,21,28,28,19,31,22,32,26,25,25,25,24,30,24,22,30,26,28,36,35,23,29,32,40,34,24,34,19,24,18,23,26,36,30,21,34,12,20,21,29,32,19,16,22,26,20,19,20,27,17,19,23,23,25,15,25,21,21,21,19,17,20,27,17,27,33,27,20,13,15,13,15,13,24,16,22,9,18,15,26,10,20,14,11,5,15,11,12,5,18,8,16,4,9,7,9,4,14,2,11,4,5,2,4,1,3,0,1,0,3,1,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2254,
131199,541,東京都,板橋区,2022/12/31,桜川一丁目,2662,1283,1379,9,5,9,3,10,11,13,12,12,5,11,11,13,13,11,7,12,9,16,9,11,10,6,13,11,5,12,16,14,14,7,7,11,14,12,5,6,14,11,7,11,15,13,13,23,24,14,19,21,22,24,36,19,37,21,28,29,24,18,22,29,30,18,21,15,23,17,24,14,20,28,17,11,25,17,17,27,17,17,27,15,14,23,21,22,20,26,10,21,16,15,25,22,19,17,20,24,26,25,21,15,18,21,16,22,29,24,22,18,16,18,18,14,14,16,17,15,13,14,21,12,10,11,14,12,16,18,11,25,10,11,9,11,11,13,9,9,12,19,11,9,5,8,13,10,12,11,9,11,26,11,13,2,12,3,9,6,7,12,11,6,8,13,11,7,12,6,9,6,8,5,4,4,4,4,6,4,7,2,10,4,9,1,5,2,4,3,4,1,4,1,2,0,5,0,4,0,0,0,1,0,3,0,1,0,1,0,0,0,0,0,0,1513,
131199,542,東京都,板橋区,2022/12/31,桜川二丁目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131199,543,東京都,板橋区,2022/12/31,桜川三丁目,2166,1040,1126,11,7,8,5,9,15,8,6,8,10,10,6,9,10,11,8,12,9,12,10,4,7,7,9,7,7,1,5,5,9,6,6,4,6,7,10,10,11,9,6,10,8,11,6,4,13,12,11,9,16,21,19,12,18,14,13,14,19,10,16,15,12,8,23,13,17,13,21,20,13,15,11,14,14,28,18,17,17,18,19,23,25,20,21,24,24,18,19,12,9,18,17,15,13,13,9,13,13,12,18,15,17,15,18,18,15,9,22,13,17,22,11,15,15,20,17,12,12,14,13,17,9,14,18,9,6,10,19,17,14,6,8,15,6,15,4,11,6,9,7,8,11,10,10,12,10,13,14,7,16,6,18,7,11,7,4,10,7,10,11,12,11,6,6,7,10,5,7,4,8,1,10,6,13,7,12,9,10,1,6,3,7,3,3,1,5,1,4,1,1,0,6,3,1,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1205,
131199,551,東京都,板橋区,2022/12/31,高島平一丁目,8599,4370,4229,34,24,42,32,35,25,28,30,36,32,30,28,40,22,41,15,30,37,29,23,30,30,41,26,36,22,23,24,36,32,36,28,37,37,43,30,33,18,43,34,49,51,49,45,42,66,64,99,71,100,89,83,94,82,84,100,99,102,87,82,87,77,78,81,81,59,70,70,75,68,70,61,70,66,69,64,77,77,63,69,68,54,63,44,54,61,55,54,63,67,59,63,66,62,67,80,79,72,64,71,81,61,71,63,76,68,63,49,77,61,62,58,42,40,61,54,71,46,60,50,53,50,43,43,44,39,34,32,43,39,29,28,32,30,44,35,33,30,33,41,32,38,35,37,42,33,48,46,33,34,42,46,30,31,20,37,17,32,29,30,29,27,23,34,30,28,18,29,13,21,11,17,9,16,10,22,10,10,9,10,6,10,4,8,2,10,3,7,2,7,1,3,1,4,0,1,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,5019,
131199,552,東京都,板橋区,2022/12/31,高島平二丁目,12616,6141,6475,23,11,24,23,33,31,21,30,34,19,25,25,27,23,17,17,21,17,15,21,27,17,32,23,16,16,20,15,30,28,21,20,22,25,18,28,28,24,19,21,28,22,33,40,43,22,29,55,49,51,57,58,57,70,52,68,62,76,63,58,65,70,77,41,74,63,79,64,72,55,70,61,62,64,56,42,69,53,49,50,76,52,58,57,61,49,73,62,73,42,70,64,76,66,79,76,98,76,122,108,118,97,112,74,111,77,84,80,89,73,97,86,66,53,89,76,77,64,78,49,66,57,83,51,78,43,80,53,68,57,77,82,75,72,81,69,88,97,87,109,110,103,136,120,122,137,150,160,147,218,151,208,122,165,76,102,122,155,134,161,113,161,112,165,101,149,80,121,72,117,72,112,47,106,53,89,23,72,26,69,24,43,11,27,10,32,5,24,3,21,5,16,2,10,1,13,0,6,2,3,0,1,0,0,0,1,0,0,0,0,0,0,8424,
131199,553,東京都,板橋区,2022/12/31,高島平三丁目,5319,2452,2867,5,8,8,6,9,8,8,14,11,7,13,11,13,13,20,10,16,11,14,22,16,12,17,13,13,14,20,18,16,16,21,21,16,18,11,18,16,21,21,19,21,20,11,32,23,16,29,15,25,18,34,20,21,21,25,31,19,19,19,24,19,19,15,18,17,16,21,25,32,11,14,11,23,21,18,24,25,24,21,24,24,28,22,28,38,37,33,30,33,22,26,31,37,31,30,45,41,39,46,49,43,44,52,40,54,34,37,42,42,39,30,29,23,31,28,36,34,20,26,26,24,47,21,22,23,26,29,31,29,23,23,28,26,30,27,26,33,49,34,49,25,50,27,56,49,54,48,72,52,72,51,72,40,59,36,46,40,44,38,59,37,58,47,73,32,43,37,47,37,44,30,58,21,40,25,44,27,35,28,30,13,32,10,12,4,14,4,15,2,11,3,4,4,6,0,7,1,1,0,2,0,4,0,2,0,0,0,0,0,0,0,0,2906,
131199,554,東京都,板橋区,2022/12/31,高島平四丁目,2017,1047,970,5,7,6,5,4,6,8,10,7,10,8,10,15,6,7,7,16,9,7,13,6,8,15,8,4,12,8,9,6,12,17,8,12,11,7,8,15,7,11,8,16,14,12,10,15,6,11,9,15,8,9,11,13,11,12,10,15,9,12,9,17,12,14,8,8,5,9,9,8,12,17,5,10,10,9,10,8,15,13,11,3,14,24,9,18,12,12,11,18,14,15,12,24,21,21,20,25,12,14,20,20,24,21,16,21,14,15,22,17,11,20,14,9,11,21,12,11,11,15,8,14,16,9,9,15,13,13,9,13,8,8,9,9,11,11,9,4,8,12,8,11,17,11,8,12,11,11,10,15,12,10,9,13,7,4,9,4,18,9,12,10,16,9,6,3,5,5,8,5,10,7,7,3,5,7,10,5,3,8,6,3,9,1,5,0,5,0,1,0,1,1,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1011,
131199,555,東京都,板橋区,2022/12/31,高島平五丁目,3423,1821,1602,14,11,15,6,14,15,11,10,13,10,15,4,16,16,10,6,9,16,13,16,10,20,15,15,12,13,12,22,21,12,14,9,19,9,18,15,14,6,21,13,12,23,13,16,40,24,17,25,33,27,31,30,33,25,32,26,21,16,21,18,27,13,20,15,28,22,25,19,29,17,27,15,14,18,21,20,17,24,32,17,25,19,24,27,24,16,17,12,18,20,15,17,32,26,24,18,33,22,23,28,29,17,31,18,41,21,31,26,30,29,31,19,21,17,26,23,29,18,33,25,27,22,29,19,26,11,16,18,26,18,22,10,18,14,21,12,17,11,15,21,19,20,18,14,20,11,19,15,19,28,13,25,11,16,14,10,14,19,16,23,11,17,16,16,12,14,5,21,13,18,13,16,12,12,8,22,6,11,10,9,4,10,3,7,4,4,2,4,4,5,1,2,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1853,
131199,556,東京都,板橋区,2022/12/31,高島平六丁目,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,2,0,1,0,2,0,1,0,1,0,2,0,1,0,1,0,1,0,4,0,1,0,1,0,2,0,2,0,0,0,3,0,0,0,3,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,
131199,557,東京都,板橋区,2022/12/31,高島平七丁目,4926,2504,2422,14,7,16,12,7,11,11,17,17,13,12,12,18,15,16,12,18,10,14,16,12,14,14,14,13,9,14,12,20,11,13,22,16,22,15,18,18,19,22,24,22,27,28,41,30,34,50,46,52,56,58,43,65,63,54,47,40,35,40,39,53,40,37,28,23,29,29,21,38,32,44,17,32,40,31,27,31,39,33,29,34,26,29,22,36,25,27,38,39,39,43,32,41,34,31,30,38,38,32,39,43,32,49,33,41,40,44,33,50,39,45,50,33,42,39,37,35,27,38,30,44,26,38,25,28,24,24,22,22,20,25,19,30,21,20,16,29,30,27,15,30,31,23,30,38,30,40,38,25,32,32,42,23,32,13,19,25,24,21,24,12,24,11,22,12,21,7,9,8,18,8,10,7,18,10,18,6,10,2,14,3,6,1,7,1,4,1,3,0,0,1,3,0,1,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3030,
131199,558,東京都,板橋区,2022/12/31,高島平八丁目,3738,1840,1898,8,17,18,17,6,21,11,17,15,17,8,20,10,13,13,11,12,9,8,16,11,8,18,18,15,8,7,17,8,12,18,3,14,9,16,18,11,12,8,13,18,14,20,22,19,28,26,26,33,42,36,33,30,42,46,35,40,27,27,32,34,34,39,37,30,34,33,27,31,31,25,36,35,29,38,23,32,22,36,31,23,22,32,18,41,31,22,27,36,32,31,29,37,27,39,26,26,38,38,44,35,34,23,34,28,31,25,26,46,33,28,21,23,24,31,22,22,24,27,27,24,30,17,20,18,15,22,24,23,16,18,23,13,15,18,15,12,17,23,15,22,17,14,19,16,17,14,26,15,10,14,18,7,11,9,9,9,17,9,13,12,12,6,16,6,15,4,8,5,8,3,8,5,6,1,5,0,3,1,6,0,2,1,2,1,1,1,2,1,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2163,
131199,559,東京都,板橋区,2022/12/31,高島平九丁目,8508,4008,4500,11,14,28,24,17,18,23,28,30,21,26,21,27,33,22,21,39,29,38,31,23,29,39,26,29,39,33,35,34,27,41,34,29,35,37,20,33,32,29,35,31,43,33,36,35,59,40,56,49,50,48,56,43,57,57,72,60,55,47,44,54,56,40,50,46,50,39,44,45,36,42,54,53,50,35,44,49,52,53,57,49,51,53,45,60,51,58,56,56,56,66,75,77,61,76,53,74,67,81,55,86,85,65,58,76,65,68,81,79,56,54,52,50,40,49,46,47,37,39,43,26,39,38,50,30,32,31,35,34,42,41,30,39,38,45,45,36,46,33,44,60,66,51,61,49,63,62,88,73,95,70,111,57,64,29,61,64,66,51,72,53,93,48,77,30,58,36,52,25,51,38,53,27,46,21,46,20,39,13,34,4,18,5,23,9,9,2,13,3,13,2,7,3,4,0,3,0,2,0,2,0,0,0,0,0,1,0,2,0,0,0,0,4896,
131199,561,東京都,板橋区,2022/12/31,新河岸一丁目,2393,1145,1248,2,6,4,4,2,0,2,7,3,4,12,5,10,8,5,6,11,6,11,7,13,11,8,11,13,11,11,10,19,12,19,16,13,21,16,17,18,18,8,25,13,18,18,8,14,13,10,6,18,15,10,18,15,11,21,10,10,10,7,14,12,6,5,10,8,6,7,7,10,8,7,6,8,8,6,2,11,6,7,13,13,14,13,10,17,12,15,26,18,12,27,22,22,29,22,18,27,22,26,27,17,28,20,19,24,21,21,27,28,16,15,23,10,16,22,14,14,20,14,15,11,12,13,15,10,5,9,13,8,11,8,12,13,6,6,15,16,12,7,15,14,16,16,15,13,18,15,26,18,28,16,25,10,17,10,14,22,28,14,18,14,6,12,21,13,12,5,15,14,14,8,12,4,10,8,6,4,8,7,4,2,9,2,3,0,3,0,5,0,2,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1144,
131199,562,東京都,板橋区,2022/12/31,新河岸二丁目,1895,858,1037,1,0,5,1,1,1,0,0,0,2,0,2,1,1,4,3,1,1,4,1,2,3,5,3,4,4,5,5,5,3,6,6,5,5,7,6,8,3,10,11,11,5,11,6,11,12,8,3,10,6,8,6,2,3,5,5,4,4,3,3,6,3,1,1,2,5,3,2,2,3,3,4,6,3,4,7,2,1,3,6,3,5,7,4,7,9,7,2,6,4,3,13,10,6,9,11,14,15,16,20,16,13,16,10,9,14,13,17,18,15,18,11,12,7,12,17,8,14,12,7,14,8,6,6,7,7,13,6,10,17,10,12,10,11,14,10,10,15,13,10,13,13,17,20,14,27,18,26,17,16,30,37,19,19,13,26,16,31,33,29,15,30,34,31,23,28,12,27,19,33,11,31,14,23,12,31,7,21,6,17,4,18,3,10,0,12,0,6,3,4,2,0,0,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159,
131199,563,東京都,板橋区,2022/12/31,新河岸三丁目,739,400,339,1,1,1,2,2,2,0,1,0,3,3,1,3,1,3,1,2,0,0,3,5,1,5,0,4,1,2,1,1,1,2,0,3,2,3,1,1,2,7,6,10,3,8,5,2,8,5,7,9,3,2,8,5,4,4,6,7,4,11,2,3,1,5,3,7,3,7,8,2,2,6,2,5,5,4,6,5,3,3,2,4,5,4,4,10,5,3,3,6,2,5,5,7,4,9,4,5,2,9,5,4,3,3,7,7,9,6,6,6,6,8,6,5,1,5,5,11,8,6,4,7,4,8,2,7,5,3,1,1,1,9,4,5,3,2,5,3,4,1,4,10,4,3,6,7,0,7,5,6,7,5,8,4,5,5,5,3,6,7,4,3,5,2,7,4,3,0,1,1,2,0,5,2,4,0,1,2,2,0,3,1,2,1,4,0,0,0,3,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,
131199,571,東京都,板橋区,2022/12/31,舟渡一丁目,3199,1531,1668,16,12,9,10,10,8,11,12,4,11,8,6,15,10,14,14,15,16,10,13,14,14,16,15,22,13,17,11,16,6,9,13,15,12,11,10,14,16,12,25,14,12,17,14,25,22,20,32,15,47,30,45,28,28,32,34,27,30,27,27,29,32,22,32,19,19,27,23,32,28,19,19,15,20,20,21,20,25,21,25,22,31,30,27,24,29,18,39,32,29,29,25,27,29,32,24,23,30,30,29,31,26,39,27,23,33,27,28,30,23,40,26,12,16,21,26,22,17,20,13,15,9,22,16,15,14,11,16,13,15,15,11,15,13,16,16,9,12,13,14,7,12,12,13,16,18,9,12,14,16,11,12,11,7,6,4,5,9,4,17,2,7,8,8,7,7,5,8,4,5,4,5,2,9,3,4,2,7,3,4,0,10,2,3,1,5,0,5,0,6,0,3,0,0,0,2,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1793,
131199,572,東京都,板橋区,2022/12/31,舟渡二丁目,4251,2134,2117,15,13,15,16,26,15,26,14,24,27,19,20,9,23,18,20,19,15,22,26,20,19,20,17,17,22,16,14,14,13,15,13,12,15,6,15,14,14,13,11,22,15,21,25,26,27,24,27,28,32,32,27,46,36,28,28,29,31,26,32,37,38,30,27,25,23,36,29,37,29,29,26,34,40,28,31,30,31,33,36,32,30,30,22,36,29,33,38,36,38,35,27,45,36,31,39,39,47,32,36,47,31,29,45,38,25,35,36,32,34,31,25,22,31,31,33,30,20,28,16,21,13,19,18,18,23,23,12,24,15,19,15,20,17,28,11,19,19,17,14,19,27,17,24,22,17,29,25,15,24,30,26,12,20,11,17,27,21,18,23,15,18,21,23,13,15,16,12,8,10,8,11,8,13,7,11,4,19,5,8,0,6,0,7,3,4,1,3,3,1,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2189,
131199,573,東京都,板橋区,2022/12/31,舟渡三丁目,1545,779,766,4,2,6,4,5,5,5,6,6,10,8,8,4,8,3,5,10,5,7,10,8,8,9,5,9,5,8,7,7,3,5,5,3,8,7,6,4,5,3,5,5,1,11,8,17,9,13,8,9,10,11,10,11,7,16,13,11,14,10,9,8,10,11,15,7,14,14,10,9,11,16,14,11,10,11,11,7,8,8,17,15,17,10,8,15,7,13,10,11,9,8,6,14,6,8,11,14,12,9,15,21,8,15,12,13,10,10,5,11,7,7,8,2,10,10,10,14,6,13,11,8,11,10,9,10,8,12,5,8,8,5,8,10,8,8,9,14,9,9,11,13,9,11,8,13,3,8,5,9,8,9,8,4,10,1,0,2,6,3,6,7,7,4,10,2,10,4,5,1,5,1,9,3,5,3,7,4,6,3,9,0,5,1,3,3,4,1,5,0,1,2,4,0,1,3,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,852,
131199,574,東京都,板橋区,2022/12/31,舟渡四丁目,162,92,70,5,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,1,1,1,4,1,4,4,8,5,4,6,6,3,3,6,6,5,3,6,4,3,3,4,1,3,0,4,1,1,0,3,0,2,0,1,0,0,0,0,0,2,1,1,0,2,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,2,0,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
